exper_data_id,pop_label,env_label,block_id,date_str,time_str,SF,SB,FS,FB,BS,BF,QC_label,temperature,rel_humidity,experiment_ind,logD,line_nb,population,session_id
Block_48-20161024_111931_proc,GA250L2,NGM,B48,20161024,111931,-0.520599910003491,-2.64005323670204,-2.36318892287045,-2.03443371990093,-2.93970378796994,-0.983929350303959,ok,24.8,45,760,4.72088125460721,2,GA250,C
Block_48-20161024_115355_proc,GA250L2,NaCl,B48,20161024,115355,-0.471013047780096,-2.22055865856215,-1.86679770952334,-0.816394316439342,-4.05327583820817,-1.3230050322785,ok,24.9,46,761,4.76708683697965,2,GA250,C
Block_48-20161024_122419_proc,GA450L16,NGM,B48,20161024,122419,-0.398149173181517,-2.54497263949215,-2.39392597289943,-1.87953244313034,-2.72293429466462,-0.752916419719574,ok,25,46,762,5.14682746470268,16,GA450,C
Block_48-20161024_124957_proc,GA450L16,NaCl,B48,20161024,124957,-0.280333246336214,-2.59171268073462,-2.49437631708038,-1.67131584892577,-3.46954569639711,-0.555193203149689,ok,25,46,763,4.0961518787587,16,GA450,C
Block_48-20161024_131547_proc,GA450L10,NGM,B48,20161024,131547,-0.764947402985714,-1.53980393165338,-2.43027588964254,-1.73319131683943,-2.01942726583063,-1.54401268655251,ok,25,46,764,4.72648805990229,10,GA450,C
Block_48-20161024_134125_proc,GA450L10,NaCl,B48,20161024,134125,-0.460044463145231,-2.56076705750972,-2.54480077274931,-1.83997868841653,-2.99419175800349,-0.814268578132827,ok,25.1,46.1,765,4.63329247578955,10,GA450,C
Block_48-20161024_140826_proc,GA250L36,NaCl,B48,20161024,140826,-0.741389606957933,-2.24910974642392,-2.52383944500524,-1.52080190507374,-3.73044233509239,-1.55458353000594,ok,25.2,47,766,4.94472143904427,36,GA250,C
Block_48-20161024_143517_proc,GA250L36,NGM,B48,20161024,143517,-0.703488117070495,-2.7592456901227,-2.31560920326296,-1.63549408881057,-3.57117474753816,-1.58149061400351,ok,25.2,47,767,4.62464892749277,36,GA250,C
Block_48-20161024_150204_proc,GA250L35,NaCl,B48,20161024,150204,-0.521201746918982,-2.15512698406367,-1.92773617250047,-1.05416621834058,-3.67253725864432,-1.41744288326082,ok,25.2,47,768,5.02170908268656,35,GA250,C
Block_48-20161024_152753_proc,GA250L35,NGM,B48,20161024,152753,-0.554523449813511,-2.34572982301482,-2.33889352880271,-1.96214586230447,-2.78380816816771,-1.2116845310743,ok,25.2,47,769,4.78627606393434,35,GA250,C
Block_48-20161024_155540_proc,A6140L90,NaCl,B48,20161024,155540,-0.346040600860541,-1.97974174930221,-2.2734648068011,-1.2486096832319,-3.61369777601654,-1.00210189563905,ok,25.3,48,770,4.46806055621893,90,A6140,C
Block_48-20161024_162343_proc,A6140L90,NGM,B48,20161024,162343,-0.542910210785961,-1.37627932905817,-2.23255362170392,-1.54205003644962,-2.82804387863483,-1.31064493859144,ok,25.3,48,771,4.67930458345727,90,A6140,C
Block_49-20161025_092027_proc,A6140L179,NGM,B49,20161025,92027,-0.274098411971845,-3.48778332213511,-3.43232173097838,-2.90411080801352,-4.15409997646623,-0.716994686898917,ok,24.8,48,772,4.9269220965766,179,A6140,C
Block_49-20161025_094623_proc,A6140L179,NaCl,B49,20161025,94623,-0.072179860284274,-2.68273866740424,-2.92814394647586,-1.68156629337901,-4.47923628317025,-0.647084109235485,ok,24.9,48,773,4.3336772479844,179,A6140,C
Block_49-20161025_101202_proc,A6140L62,NGM,B49,20161025,101202,-0.244519784048202,-2.39130486722302,-2.3463892366645,-1.56537320876855,-3.25235479910769,-1.29775460568644,ok,25,48,774,4.60493284901448,62,A6140,C
Block_49-20161025_103802_proc,A6140L62,NaCl,B49,20161025,103802,0.418234148241834,-2.90308291838946,-2.51870561827906,-1.14360944924497,-4.97057909200335,-0.181689241192398,ok,25,48,775,3.25730085799492,62,A6140,C
Block_49-20161025_110348_proc,A6140L2,NGM,B49,20161025,110348,-0.150725425230921,-2.47825062415163,-2.54343804605034,-1.99663707901424,-3.21842085537444,-0.728592484384716,ok,25,47,776,4.80705966614746,2,A6140,C
Block_49-20161025_113016_proc,A6140L2,NaCl,B49,20161025,113016,-0.327344391101761,-2.80351664982509,-2.92673559485123,-1.977444723508,-3.82315267286193,-0.775076539119144,ok,24.9,47,777,4.72863684546425,2,A6140,C
Block_49-20161025_115609_proc,A6140L85,NGM,B49,20161025,115609,-0.386872888936555,-2.38489049558888,-2.81666091536863,-2.09156157367759,-3.61269363520449,-1.12886877735753,ok,24.9,47,778,4.87623077024586,85,A6140,C
Block_49-20161025_122152_proc,A6140L85,NaCl,B49,20161025,122152,0.0363447651810226,-2.83370739335747,-2.90125388056656,-1.91940145657877,-4.26064822944027,-0.595539732347837,ok,24.9,47,779,3.60811116981705,85,A6140,C
Block_49-20161025_124739_proc,A6140L35,NGM,B49,20161025,124739,-0.290427478187845,-2.85979612215208,-3.08146119193779,-2.62410732331886,-3.45141281139081,-0.713790674909315,ok,25,48,780,4.80204285763002,35,A6140,C
Block_49-20161025_131329_proc,A6140L35,NaCl,B49,20161025,131329,-0.289892155931594,-2.39827414588058,-2.89947586838237,-1.94480166099976,-3.56039061768316,-0.686610143238315,ok,25,48,781,4.1841029834472,35,A6140,C
Block_49-20161025_133917_proc,A6140L70,NaCl,B49,20161025,133917,-0.0785891044327299,-2.96408819204962,-2.73860657733203,-1.9928224659495,-3.61982392544464,-0.372088010667685,ok,25,48,782,3.7757959465055,70,A6140,C
Block_49-20161025_140450_proc,A6140L70,NGM,B49,20161025,140450,-0.230831279619679,-2.77848453786046,-2.68195292374073,-2.24999475267503,-3.16214551424472,-0.495661428387546,ok,25,48,783,4.86030899311716,70,A6140,C
Block_49-20161025_143101_proc,GA150L41,NaCl,B49,20161025,143101,-0.601928850287489,-2.06001137467333,-2.68000045019231,-1.70712157697446,-3.08008043455544,-1.21630095792815,ok,25,48,784,5.01993471601427,41,GA150,C
Block_49-20161025_145649_proc,GA150L41,NGM,B49,20161025,145649,-0.590042498464026,-1.48120419376735,-2.22588485338286,-1.33111573299781,-2.91790632059888,-1.48379731203798,ok,25,48,785,4.50751156565282,41,GA150,C
Block_49-20161025_152253_proc,GA150L39,NaCl,B49,20161025,152253,0.000210342296748611,-2.63099650509029,-2.9582855878826,-2.23767307883757,-3.7545705979851,-0.264296833191497,ok,25,47,786,4.88520573803315,39,GA150,C
Block_49-20161025_155153_proc,GA150L39,NGM,B49,20161025,155153,-0.449981105000704,-3.02642621105648,-2.90824169034107,-2.27772930595294,-3.48137968675672,-0.966594421467826,ok,25.1,47,787,5.04059066801192,39,GA150,C
Block_5-20160712_081554_proc,CA350L10,NGM,B5,20160712,81554,-0.400335182395273,-2.35185316511493,-2.82105892701909,-2.27302928064888,-3.14023813140575,-0.970750912004925,ok_manual_crossref,22.9,52,150,4.57095406789662,10,CA350,C
Block_5-20160712_084414_proc,CA350L10,NaCl,B5,20160712,84414,-0.344619033440754,-2.645259003528,-2.99031054224947,-2.09577615033329,-3.70180748384042,-0.794716888230039,ok_start,23,52,574,4.0875779503881,10,CA350,C
Block_5-20160712_091303_proc,CA150L10,NGM,B5,20160712,91303,-0.683299982538567,-2.7725425811564,-2.67881943597788,-1.71849058122703,-3.6414617323026,-1.50234752174533,ok_start,22.9,52,575,4.84690621649474,10,CA150,C
Block_5-20160712_094141_proc,CA150L10,NaCl,B5,20160712,94141,-0.0804995202534049,-2.65718156235476,-2.95019223845595,-1.520753543921,-4.48359006989678,-0.842428602044112,ok_manual_crossref,23,52,151,2.45758622417842,10,CA150,C
Block_5-20160712_101224_proc,CA250L10,NaCl,B5,20160712,101224,-0.432395570387145,-3.16939015345944,-3.02616727200558,-1.97593564842317,-4.15945604170579,-0.901118179643102,ok_start,23.2,52,576,4.89883450529399,10,CA250,C
Block_5-20160712_104659_proc,CA250L10,NGM,B5,20160712,104659,-0.590812499498335,-2.85075630682647,-2.65063181930352,-1.76373111931582,-3.63616209317083,-1.35097145572442,ok_start,23.2,52,577,5.01966784782432,10,CA250,C
Block_5-20160712_111442_proc,CA250L9,NGM,B5,20160712,111442,-0.5058360089105,-3.28088365935745,-2.42525278724741,-1.57326268642148,-4.06914270041413,-1.04176634525234,ok_start,23.3,52,578,4.87032728807667,9,CA250,C
Block_5-20160712_115034_proc,CA250L9,NaCl,B5,20160712,115034,-0.546612402616108,-3.39525069204961,-2.68674332548369,-1.52763826873633,-4.57809666651109,-1.00337932346708,ok_start,23.4,50,579,5.0228358797229,9,CA250,C
Block_5-20160712_121907_proc,CA350L8,NaCl,B5,20160712,121907,-0.0084533466552044,-2.74393967865732,-2.93431830491432,-1.99206501230896,-3.89682238317754,-0.420436193345318,ok_manual,5,6,152,4.07667657191302,8,CA350,C
Block_5-20160712_132438_proc,CA350L8,NGM,B5,20160712,132438,-0.625260326563665,-2.36301065314885,-2.81193319491715,-2.00034742797584,-2.99033732603162,-1.37377723679971,ok_manual,6,6,153,5.11695497186129,8,CA350,C
Block_5-20160712_135433_proc,CA350L9,NaCl,B5,20160712,135433,-0.0735994335810372,-2.09240151145395,-2.5835191866458,-1.56182716170498,-3.70608934575856,-0.480038635857506,ok_start,23.6,48,580,4.34325684267341,9,CA350,C
Block_5-20160712_142747_proc,CA350L9,NGM,B5,20160712,142747,-0.534935523748619,-2.32779209883945,-2.45266064215639,-1.53594942660487,-3.46398431342328,-1.26814188664853,ok_start,23.7,47,581,4.69093286441146,9,CA350,C
Block_50-20161206_100331_proc,A6140L31,NGM,B50,20161206,100331,-0.311775453141232,-2.72977101133181,-2.53634706420716,-1.86952833948334,-3.79036031721728,-1.10969631257756,ok,21.9,33,602,4.82925475256217,31,A6140,C
Block_50-20161206_102913_proc,A6140L31,NaCl,B50,20161206,102913,-0.366367704178128,-2.33020582662419,-2.70446248017016,-1.59161358466193,-3.89355436623828,-1.18918494369422,ok,22,33,603,4.83768159763699,31,A6140,C
Block_50-20161206_105537_proc,A6140L75,NGM,B50,20161206,105537,-0.172899725932239,-2.12208162125811,-2.6764264298404,-2.25779142301494,-2.89876703978423,-0.688465415122521,ok,22.2,33,604,4.58591731869172,75,A6140,C
Block_50-20161206_112246_proc,A6140L75,NaCl,B50,20161206,112246,-0.390897792780736,-2.56601143932987,-2.71320541871431,-1.82975953233524,-3.48167002528132,-0.886221977610941,ok,22.3,33,605,4.79267854330179,75,A6140,C
Block_50-20161206_114825_proc,A6140L74,NGM,B50,20161206,114825,-0.379047663308772,-2.77510791699199,-2.40093060558386,-1.65767184845744,-4.07557125843292,-0.795242599643619,ok,22.4,33,606,4.75070758504164,74,A6140,C
Block_50-20161206_121400_proc,A6140L74,NaCl,B50,20161206,121400,-0.0793854058404704,-2.64017297710173,-2.87780238345357,-2.03793384358252,-3.91863961285912,-0.414008717775141,ok,22.5,33,607,4.09001210199317,74,A6140,C
Block_50-20161206_124059_proc,A6140L234,NaCl,B50,20161206,124059,0.29651179633432,-2.16471778471551,-3.45578626381404,-2.60468685115783,-3.41907303009698,0.00301947463005517,ok,22.8,34,608,3.54425667278983,234,A6140,C
Block_50-20161206_130647_proc,A6140L234,NGM,B50,20161206,130647,-0.341075151539723,-2.75223086772252,-2.50614295526413,-1.89033069974384,-3.29371453162774,-0.646761105142457,ok,22.9,34,609,4.91631776062719,234,A6140,C
Block_50-20161206_141832_proc,GA150L11,NGM,B50,20161206,141832,-0.584680435061636,-3.2832934313966,-2.60456623212364,-1.77669545121536,-3.81713287215427,-0.986044388106783,ok,23.1,34,610,4.89953757359095,11,GA150,C
Block_50-20161206_144407_proc,GA150L11,NaCl,B50,20161206,144407,-0.448296548185808,-2.4487135108519,-2.80754495367995,-1.61766151807916,-3.9869235974129,-1.15478540790871,ok,23,34,611,5.10471592092263,11,GA150,C
Block_51-20161121_101739_proc,CA250L14,NGM,B51,20161121,101739,-0.480644203028222,-2.00526660647039,-3.16256405775497,-2.48081411529003,-2.57731789308797,-0.885356662286373,ok,21.3,60,714,4.66184276039308,14,CA250,C
Block_51-20161121_104607_proc,CA250L14,NaCl,B51,20161121,104607,0.0238093124631385,-1.81970826143826,-3.24999723030399,-2.62343772043782,-2.79949766275321,-0.223524521790187,ok,21.3,60,715,3.63399544288154,14,CA250,C
Block_51-20161121_111429_proc,CA250L19,NGM,B51,20161121,111429,-0.29038705713073,-2.59483976349127,-3.01905835474003,-2.4306898626158,-3.30874260401664,-0.752843810478984,ok,21.6,48,716,4.98787503308531,19,CA250,C
Block_51-20161121_114151_proc,CA250L19,NaCl,B51,20161121,114151,0.0729768531484362,-3.50550943555227,-2.80252001932927,-2.07563855579761,-4.50188241962342,-0.178318682631265,ok,21.7,47,717,3.82959772202855,19,CA250,C
Block_51-20161121_120915_proc,CA250L11,NGM,B51,20161121,120915,-0.422610262695896,-2.13354009682379,-2.66816025482859,-1.96387838503442,-3.08727585307587,-0.812928767128091,ok,21.9,56,718,4.62956893935599,11,CA250,C
Block_51-20161121_123809_proc,CA250L11,NaCl,B51,20161121,123809,0.387213535050669,-2.24616844686778,-2.83178688531532,-2.28888161153139,-3.19467915099092,0.252418264198766,ok,22,55,719,3.18382050649699,11,CA250,C
Block_51-20161121_130358_proc,CA250L27,NGM,B51,20161121,130358,-0.70238982702411,-2.27820204488207,-2.75701432338389,-2.02948783904544,-2.90231567324389,-1.33125788485046,ok,22.1,55,720,4.84491357131733,27,CA250,C
Block_51-20161121_134045_proc,CA250L27,NaCl,B51,20161121,134045,0.540797271412627,-1.75896589373121,-2.88547157810761,-2.06967674340023,-2.77782519012796,0.320083624431589,ok,22.1,53,721,3.14138969751658,27,CA250,C
Block_52-20161122_104818_proc,CA350L40,NGM,B52,20161122,104818,-0.509723916250789,-2.63306680822166,-3.217041604567,-2.35585542317645,-3.64403174424803,-1.11915215043655,ok,21.3,46,722,4.59938608238684,40,CA350,C
Block_52-20161122_112015_proc,CA350L40,NaCl,B52,20161122,112015,-0.171879810396861,-2.49471257690358,-3.2915525763279,-2.13161044137515,-4.11801121157551,-0.502685218054467,ok,21.5,46,723,1.82956385519466,40,CA350,C
Block_52-20161122_114706_proc,CA150L10,NGM,B52,20161122,114706,-0.309410487697095,-3.28419972839062,-2.63856992508921,-1.90947360810411,-4.16801662419792,-0.864713375694859,ok,21.6,47,724,5.06897557479245,10,CA150,C
Block_52-20161122_121317_proc,CA150L10,NaCl,B52,20161122,121317,0.0792588028046443,-3.17561846612287,-2.65666701897979,-1.55461973568972,-4.98313102720008,-0.665662966732232,ok,21.8,47,725,3.46040812946202,10,CA150,C
Block_52-20161122_123941_proc,CA150L26,NGM,B52,20161122,123941,-0.611369924743655,-2.33789286848928,-2.77314386805027,-2.11444127005399,-2.81771250860023,-1.23439838249093,ok,21.8,47,726,5.05385756264921,26,CA150,C
Block_52-20161122_130720_proc,CA150L26,NaCl,B52,20161122,130720,0.590518447310843,-1.79198134058986,-2.49432093066135,-1.75182119449741,-2.51932175782378,0.304912824174501,ok,21.8,47,727,1.27354954582109,26,CA150,C
Block_52-20161122_133425_proc,CA350L13,NGM,B52,20161122,133425,-0.477374284962697,-2.26073878342911,-3.06829465536261,-1.67790480432537,-3.66056010819322,-1.1967930282023,ok,22,47,728,4.89270593420277,13,CA350,C
Block_52-20161122_140126_proc,CA350L13,NaCl,B52,20161122,140126,0.427931490931243,-2.29864982474146,-2.50089540983189,-1.84254779159738,-3.57749751376447,-0.132012551597148,ok,22,47,729,1.91565317372557,13,CA350,C
Block_52-20161122_143101_proc,CA150L13,NGM,B52,20161122,143101,-0.229051528705527,-2.72017321675808,-2.87025051993816,-2.32430698508209,-3.0995128684853,-0.423861510468364,ok,22,48,730,4.65357745544984,13,CA150,C
Block_52-20161122_152516_proc,CA250L29,NGM,B52,20161122,152516,0.143726166865618,-2.98087026226894,-2.74757666365736,-2.27516930963027,-3.54094703562456,-0.0900704017963299,ok,22.2,48,732,4.55439681210297,29,CA250,C
Block_53_2-20161125_105700_proc,CA250L21,NGM,B53_2,20161125,105700,-0.276403621701908,-2.73907430623689,-3.24997664802105,-2.62383917354155,-3.62116591199058,-0.633127973162155,ok,22.5,44,750,4.94215119068027,21,CA250,C
Block_53_2-20161125_112246_proc,CA250L21,NaCl,B53_2,20161125,112246,-0.0941694441966553,-2.98073891609879,-2.89072589693766,-1.94384033247976,-4.23438922668955,-0.488755423892164,ok,22.5,43,751,3.51350697125976,21,CA250,C
Block_53_2-20161125_114911_proc,CA350L47,NGM,B53_2,20161125,114911,-0.443423122403451,-2.70402001944654,-3.10680924068972,-2.09425329778475,-3.78088014620844,-0.781455155656485,ok,22.6,43,752,5.07410922396088,47,CA350,C
Block_53_2-20161125_121534_proc,CA350L47,NaCl,B53_2,20161125,121534,-0.141728932330938,-2.97407564658036,-2.7899092588359,-1.86341625742461,-4.3123164877536,-0.359177197211073,ok,22.8,43,753,4.42318267509963,47,CA350,C
Block_53_2-20161125_124205_proc,CA350L31,NGM,B53_2,20161125,124205,-0.277080643331814,-2.43055398720757,-2.6969015635255,-1.90831363768881,-3.55553864612847,-0.955280316441533,ok,22.9,43,754,4.93448217836613,31,CA350,C
Block_53_2-20161125_130756_proc,CA350L31,NaCl,B53_2,20161125,130756,0.0144075934805812,-3.32182292169494,-2.4355148227794,-1.45733998579578,-4.39108964742389,-0.353144263912637,ok,22.9,43,755,4.22574189046182,31,CA350,C
Block_53-20161123_105443_proc,CA350L11,NGM,B53,20161123,105443,-0.160118719588073,-2.79467850604057,-3.31289219614308,-2.81778141375797,-3.770589825813,-0.713475332964758,ok,22,50,734,4.89401364430196,11,CA350,C
Block_53-20161123_112152_proc,CA350L11,NaCl,B53,20161123,112152,-0.00327549413607351,-2.94687294504415,-2.93049787432755,-1.86199868730674,-4.50284157964282,-0.405944274342216,ok,22.1,51,735,4.46561807049719,11,CA350,C
Block_53-20161123_114736_proc,CA250L22,NGM,B53,20161123,114736,-0.473445186546811,-2.43436048246926,-3.07956670034368,-2.15066817827444,-3.31267093162521,-0.970961462711562,ok,22.2,51,736,5.24572500840967,22,CA250,C
Block_53-20161123_121522_proc,CA250L22,NaCl,B53,20161123,121522,0.0539496714490452,-2.91533839150038,-2.73687351441609,-1.96250598721083,-4.01550691407851,-0.345080625339196,ok,22.3,51,737,3.58882820678853,22,CA250,C
Block_53-20161123_124108_proc,CA150L32,NGM,B53,20161123,124108,-1.06384469793693,-1.58216196418677,-2.62214914906394,-1.52042008848512,-2.59194844859484,-1.90109402463608,ok,22.5,51,738,5.19300602490016,32,CA150,C
Block_53-20161123_130644_proc,CA150L32,NaCl,B53,20161123,130644,0.0975770134053267,-2.55145731223915,-3.18138121083193,-2.55689737697219,-3.6085378728795,-0.159584132715247,ok,22.6,51,739,3.25435344598378,32,CA150,C
Block_53-20161123_133243_proc,CA250L2,NGM,B53,20161123,133243,-0.585392926552159,-2.55548083898243,-3.39186184965182,-2.63082953948569,-3.93586795551918,-1.43892675210062,ok,22.7,51,740,4.91767726949363,2,CA250,C
Block_53-20161123_135828_proc,CA250L2,NaCl,B53,20161123,135828,-0.120441210274871,-2.64832735557684,-3.34015776846013,-2.27433511720975,-4.29280004042227,-0.577767699578202,ok,22.7,51,741,4.118589998262,2,CA250,C
Block_53-20161123_142709_proc,CA150L47,NGM,B53,20161123,142709,-0.290190400752132,-3.02046284600718,-3.01639122306071,-2.20572716555978,-4.24775723878001,-0.950015008570089,ok,22.8,51,742,4.93193419844226,47,CA150,C
Block_53-20161123_145305_proc,CA150L47,NaCl,B53,20161123,145305,0.0449953323634462,-2.70294278423152,-2.90161716742218,-2.07478552042721,-3.70665267406573,-0.286231109911708,ok,22.8,51,743,3.14203036618678,47,CA150,C
Block_53-20161123_151831_proc,CA150L46,NGM,B53,20161123,151831,-0.580336227252281,-1.68125506808523,-2.85405751204675,-2.44369230361209,-2.54838872780632,-1.2027196148829,ok,22.9,52,744,4.67168432818776,46,CA150,C
Block_53-20161123_154409_proc,CA150L46,NaCl,B53,20161123,154409,0.0171669031381519,-2.01934069268436,-2.92839350608306,-2.00127701604598,-3.50228586958713,-0.481275662106077,ok,23,52,745,3.14491777619943,46,CA150,C
Block_53-20161123_161017_proc,CA250L17,NGM,B53,20161123,161017,-0.594942905706151,-2.20623520269177,-2.83673073397589,-1.30210386922556,-4.34649610678554,-1.71195383147534,ok,23.1,52,746,5.13308034871447,17,CA250,C
Block_53-20161123_163647_proc,CA250L17,NaCl,B53,20161123,163647,0.18343048497967,-2.92098210227093,-2.56605044698795,-1.38242293948718,-4.38637157997718,-0.169942588035393,ok,23.2,52,747,3.35963289889204,17,CA250,C
Block_53-20161123_170232_proc,CA150L28,NGM,B53,20161123,170232,-0.28227939747591,-2.60337503783329,-2.54528722995808,-1.83404066223382,-3.5307938177255,-0.992930452040271,ok,23.1,52,748,4.78194794870347,28,CA150,C
Block_53-20161123_172922_proc,CA150L28,NaCl,B53,20161123,172922,0.0913483838251131,-2.15912724018053,-3.57891551590292,-2.02352819855925,-3.82659562958083,-0.200171699003439,ok,23.1,51,749,2.23263653226609,28,CA150,C
Block_54-20161128_103853_proc,CA250L50,NGM,B54,20161128,103853,-0.321534282163364,-2.24102097465407,-2.66072943631404,-1.87662753785834,-2.97951367176542,-0.842785547649442,ok,22.3,35,612,4.50962059843379,50,CA250,C
Block_54-20161128_113341_proc,CA150L49,NGM,B54,20161128,113341,-0.407764372874821,-2.22947422373115,-2.86004573197995,-1.75038516891381,-3.93704183739594,-1.38707344218821,ok,22.5,33,614,4.9321020192193,49,CA150,C
Block_54-20161128_122544_proc,CA150L40,NGM,B54,20161128,122544,-0.24136826743255,-2.84096504202943,-2.89339178229649,-2.12648247106942,-3.57304699557206,-0.715840771949745,ok,22.8,31,616,4.97153353729025,40,CA150,C
Block_55-20161129_093620_proc,CA150L35,NGM,B55,20161129,93620,-0.0779799199268657,-3.03342058918511,-2.65588460348919,-1.93796162160382,-4.05173679909486,-0.634620616624536,ok,21.1,25,618,4.77616251334688,35,CA150,C
Block_55-20161129_100309_proc,CA150L35,NaCl,B55,20161129,100309,-0.164708800449293,-3.33876475514892,-2.8616955695541,-1.87835930472292,-4.76896599911104,-0.546343329138822,ok,21.2,25,619,4.54145304699025,35,CA150,C
Block_55-20161129_102912_proc,CA250L47,NGM,B55,20161129,102912,-0.769867066471859,-3.38576061544943,-3.60348873195419,-3.09785137607461,-4.29626732966876,-1.42994987742609,ok,21.5,26,620,4.89876992800028,47,CA250,C
Block_55-20161129_112045_proc,CA150L21,NGM,B55,20161129,112045,-0.552231743945755,-2.20504177487872,-3.33421618893311,-2.31444472393384,-3.52897020842284,-1.18356456217837,ok,21.6,25,622,5.02093670157076,21,CA150,C
Block_55-20161129_114629_proc,CA150L21,NaCl,B55,20161129,114629,0.05924525896175,-2.8980109289645,-3.33175154047279,-2.65334687944626,-3.92025031897435,-0.179998668319735,ok,21.7,25,623,3.21313922727939,21,CA150,C
Block_55-20161129_121211_proc,CA250L34,NGM,B55,20161129,121211,-0.561529050527381,-2.36440386349195,-2.91426068943625,-2.20672926933509,-3.12525798527045,-1.10235753281557,ok,21.8,26,624,4.99925512152849,34,CA250,C
Block_55-20161129_123801_proc,CA250L34,NaCl,B55,20161129,123801,-0.0175972314174873,-3.01836926534611,-3.13393662042123,-2.26989871042081,-4.02390345377272,-0.257648506682241,ok,22,25,625,3.5755019651434,34,CA250,C
Block_55-20161129_130550_proc,CA350L52,NGM,B55,20161129,130550,-0.709226178603832,-1.63729035288188,-3.20283020975709,-2.27228784365765,-2.69961486920664,-1.32878555810553,ok,22,25,626,4.88408722027862,52,CA350,C
Block_55-20161129_133121_proc,CA350L52,NaCl,B55,20161129,133121,0.100793908353948,-1.50116088654938,-3.26162425523931,-2.72595344574134,-2.4899147253808,-0.22897644045999,ok,22,25,627,2.09374809262022,52,CA350,C
Block_55-20161129_135735_proc,CA150L8,NGM,B55,20161129,135735,-0.42519114037279,-2.74003862495266,-3.15289913439685,-2.09954559567195,-4.38301780052847,-1.05562925520753,ok,22.2,24,628,4.81686486919839,8,CA150,C
Block_55-20161129_142312_proc,CA150L8,NaCl,B55,20161129,142312,-0.0890485955935795,-2.63126104311085,-3.36674029307101,-2.0263077305325,-4.24684307483241,-0.510547319849798,ok,22.3,25,629,2.78765244732834,8,CA150,C
Block_55-20161129_154046_proc,CA250L47,NaCl,B55,20161129,154046,0.246091544536818,-1.40709075857212,-3.93425730852392,-2.60350046181979,-3.25274475342038,-0.290635709857742,ok,22.6,25,632,1.75339153588525,47,CA250,C
Block_56-20161130_094619_proc,CA350L45,NGM,B56,20161130,94619,-0.196365218520386,-3.05717050676205,-2.893379518784,-1.8009582529739,-4.45831726878004,-0.961476062465184,ok,20.6,23,633,4.88056662169872,45,CA350,C
Block_56-20161130_101231_proc,CA350L45,NaCl,B56,20161130,101231,-0.50337349807334,-2.73458768411804,-3.17603674815153,-1.54538276126023,-4.38419929572428,-0.984822493897105,ok,20.9,25,634,4.88159642705337,45,CA350,C
Block_56-20161130_104011_proc,CA250L19,NGM,B56,20161130,104011,-0.260443537422677,-2.86830628133683,-3.12663952449419,-2.55308104753798,-3.75005067689005,-0.825228555618043,ok,21.2,26,635,5.14847542296784,19,CA250,C
Block_56-20161130_110604_proc,CA250L19,NaCl,B56,20161130,110604,0.100899851677455,-3.00622936097489,-3.04091795396572,-2.32312412311718,-4.40445400797198,-0.193127496055656,ok,21.2,26,636,3.06373195289403,19,CA250,C
Block_56-20161130_113214_proc,CA150L41,NGM,B56,20161130,113214,-0.515846417085657,-2.70646882262348,-2.51755885339739,-1.69865104148353,-3.17950660611247,-1.1702102793497,ok,21.4,26,637,4.24228189832752,41,CA150,C
Block_56-20161130_115813_proc,CA150L41,NaCl,B56,20161130,115813,0.00507697809858403,-3.82153494343153,-2.50288595821995,-2.02034692495354,-4.12733000715038,-0.0580614122668072,ok,21.5,25,638,2.60697277502391,41,CA150,C
Block_56-20161130_125156_proc,CA150L32,NaCl,B56,20161130,125156,0.0338173145994741,-2.84049731647496,-3.01941553384491,-2.69462966556951,-3.39443777374692,-0.097381006291048,ok,21.8,25,640,3.06617262936585,32,CA150,C
Block_56-20161130_131942_proc,CA150L32,NGM,B56,20161130,131942,-0.164948433874392,-2.81611696278422,-2.80080848530527,-2.3805644658805,-3.09374965630118,-0.362039311695256,ok,21.8,25,641,4.76480633079808,32,CA150,C
Block_57-20161202_101358_proc,CA150L46,NGM,B57,20161202,101358,-0.468222303582828,-2.37003844401749,-2.9697769412612,-2.46299478624576,-3.24112430923776,-1.07692613747996,ok,21.6,33,643,4.82148466229908,46,CA150,C
Block_57-20161202_103936_proc,CA150L46,NaCl,B57,20161202,103936,-0.169294979968222,-2.7981901411422,-3.17434651751554,-2.35558594831199,-4.06778615210738,-0.657610456562261,ok,21.8,34,644,4.55335233788821,46,CA150,C
Block_57-20161202_110538_proc,CA150L47,NGM,B57,20161202,110538,-0.265066649849059,-3.64342644281954,-3.03789576750529,-2.37056281081308,-4.33190936709164,-0.725325820579119,ok,22,34,645,5.1143695895314,47,CA150,C
Block_57-20161202_113214_proc,CA150L47,NaCl,B57,20161202,113214,0.155007452511509,-2.49883581017448,-3.18925620657668,-2.35065736661685,-3.69093069131848,-0.14510059975824,ok,22,35,646,3.31946153059822,47,CA150,C
Block_57-20161202_115942_proc,CA250L14,NGM,B57,20161202,115942,-0.740430418684374,-2.08289590178702,-3.23301305106526,-2.46886263232527,-2.66816672270122,-1.16352383240799,ok,22.1,35,647,4.75083068623613,14,CA250,C
Block_57-20161202_124843_proc,CA250L14,NaCl,B57,20161202,124843,0.185876475254672,-2.09391276642589,-3.39273845380182,-2.79486427855867,-2.81983570488296,-0.0564152230263274,ok,22.2,35,648,3.25473837026495,14,CA250,C
