Line	Reads	Reads_after_fastp	Reads_final	Coverage	percentage_after_fastp	percentage_final
GA450L20CeMee	4270798	3873886	3371474	3.81402	90.7063738439514	78.9424833485452
GA450L21CeMee	3796264	3367542	2852284	3.26033	88.7067390465995	75.1339738226846
GA450L22CeMee	7512356	6743188	4705399	5.01397	89.7612945925353	62.635463495074
GA450L23CeMee	4240968	3751424	2853429	3.29058	88.456786280868	67.2824930534727
GA450L24CeMee	4783404	4196208	2594177	3.02959	87.724306790729	54.2328642949665
GA450L25CeMee	4148174	3732096	3257553	3.68812	89.9696107251046	78.529806126744
GA450L26CeMee	7022592	6082672	3826749	4.16988	86.6157680810732	54.4919739036527
GA450L27CeMee	5309566	4763236	3862353	4.26958	89.7104584442495	72.7432901295511
GA450L28CeMee	4209306	3756420	2933660	3.36807	89.2408392262287	69.6946242444717
GA450L29CeMee	4713006	4196596	3347720	3.76204	89.0428741232241	71.0315242543718
GA450L2CeMee	4354204	3924662	3450703	3.8318	90.1350051582333	79.2499157136413
GA450L30CeMee	4952972	4221980	2171463	2.69278	85.241346003975	43.8416167101288
GA450L31CeMee	6302392	5983192	4411989	7.04014	94.9352563280735	70.0049917555112
GA450L33CeMee	6338056	6047734	3695008	5.96284	95.4193841139933	58.2987591147822
GA450L34CeMee	5964422	5651662	4884194	7.68128	94.7562395819746	81.8888066605616
GA450L36CeMee	6743006	6421880	4472811	7.05438	95.2376432706719	66.3325970642767
GA450L37CeMee	6256926	5958016	5046859	7.91001	95.2227339751181	80.6603594161094
GA450L38CeMee	7544944	7200276	6282754	9.76417	95.4318017469712	83.2710487977114
GA450L39CeMee	6523692	6207334	4219394	6.69515	95.1506294288572	64.6780074841056
GA450L3CeMee	5591426	5049826	3238942	3.65235	90.3137410742805	57.9269402832122
GA450L40CeMee	4867912	4601882	3577710	5.79951	94.5350285707712	73.4957821751913
GA450L41CeMee	4847254	4599716	2994873	4.86191	94.8932323331932	61.7849405044588
GA450L42CeMee	6117336	5805496	4584237	7.21812	94.9023561890339	74.9384536013716
GA450L4CeMee	1997514	1982390	1671151	2.64844	99.2428588735799	83.6615412958307
GA450L5CeMee	4076600	3679250	3188431	3.56056	90.2529068341265	78.2129961242212
GA450L6CeMee	14163368	11891664	6492492	7.1145	83.9607076508921	45.840029010049
GA450L7CeMee	4915616	4265422	1194034	1.91796	86.7728886878064	24.2906280718429
GA450L8CeMee	7253186	6701466	5457043	5.76316	92.3934116676451	75.2364960722088
GA450L9CeMee	4289562	3908174	3435844	3.79186	91.1089290701475	80.0977815450622
GM150L10CeMee	2748792	2549544	2097653	2.64576	92.7514340844997	76.311812607138
GM150L11CeMee	3115662	2876800	2320739	2.876	92.3335072931531	74.486224757371
GM150L12CeMee	3240108	2954002	2518961	3.01868	91.1698622391599	77.7431184392619
GM150L13CeMee	4190240	3935066	3508391	3.89711	93.9102772156249	83.7276862423155
GM150L14CeMee	3328946	3106552	2691200	3.16431	93.3193869771393	80.8424047731624
GM150L15CeMee	3657166	3408892	2932087	3.33825	93.2113007722373	80.1737465567601
GM150L16CeMee	9650810	8796882	7372415	7.73105	91.1517478843745	76.3916707509525
GM150L17CeMee	4126672	3947590	3560377	3.95083	95.660377175603	86.2771986724411
GM150L18CeMee	5384204	5166066	4458259	4.68999	95.9485561839782	82.8025646873707
GM150L19CeMee	5015426	4514454	3898326	4.27045	90.0113768999882	77.7267175310731
GM150L1CeMee	3901596	3693716	3243248	3.68096	94.6719240023826	83.126187334619
GM150L20CeMee	3590464	3364076	2929672	3.40907	93.6947425179587	81.5959162938272
GM150L21CeMee	3304498	3094146	2658247	3.1934	93.6343735114986	80.443292748248
GM150L22CeMee	3566186	3357962	2981372	3.43181	94.1611570456505	83.601135779233
GM150L23CeMee	6823604	6629522	5993424	6.05535	97.1557259184443	87.8337019557407
GM150L24CeMee	4944110	4740668	4025301	4.41375	95.8851643672976	81.4160890433263
GM150L25CeMee	3442	1500	1183	1.0774	43.5793143521209	34.369552585706
GM150L26CeMee	3559162	3298022	2553360	2.99738	92.6628796329023	71.7404827316093
GM150L27CeMee	5967314	5767426	4969286	5.15251	96.6502852036947	83.2750882557881
GM150L28CeMee	4312318	4032340	3573057	3.95201	93.5074825186825	82.8569924574208
GM150L29CeMee	4964920	4532060	3960547	4.32836	91.2816319296182	79.7706106039977
GM150L2CeMee	3870376	3548028	2831305	3.33999	91.671403501882	73.1532285235336
GM150L30CeMee	4685420	4227808	3639843	4.04485	90.2332768460458	77.6844551822462
GM150L31CeMee	3800138	3526018	3135794	3.52378	92.7865777505975	82.5178980342293
GM150L32CeMee	4618008	4340064	3803916	4.09538	93.9813010284954	82.3713601189084
GM150L33CeMee	4682038	4395714	3931759	4.25557	93.8846288731531	83.9753756804195
GM150L34CeMee	5219742	4986214	4490319	4.74105	95.5260623992527	86.0256886259896
GM150L35CeMee	2735428	2549902	2295140	2.78545	93.2176610022271	83.9042372893748
GM150L36CeMee	569838	535738	229934	2.42647	94.0158430992668	40.3507663581579
GM150L37CeMee	827656	778530	307290	2.77042	94.0644422320384	37.1277438935983
GM150L38CeMee	7185632	6907986	4637286	4.68233	96.1360949183036	64.5355342438911
GM150L39CeMee	3927886	3671152	2901120	3.34201	93.4638123407859	73.8595773909935
GM150L3CeMee	6093352	5792332	4328153	4.49149	95.0598619610356	71.0307397307754
GM150L40CeMee	4272772	4047298	3395331	3.66461	94.7230041762116	79.4643617773193
GM150L41CeMee	2494824	2271570	1873821	2.48257	91.0513126376851	75.108344316072
GM150L42CeMee	3708012	3424660	2888451	3.32617	92.3583850321951	77.897563438306
GM150L43CeMee	3525424	3119030	2219842	2.77796	88.4724787713478	62.9666672717948
GM150L44CeMee	2953272	2689710	2275960	2.74324	91.0755934434756	77.0657088138174
GM150L45CeMee	3226080	2939326	2403106	2.92287	91.1113797549968	74.4899692506075
GM150L46CeMee	2031120	1869696	1549003	2.23641	92.0524636653669	76.2634900941352
GM150L47CeMee	4430050	4175092	3517912	3.90338	94.2448053633706	79.410209817045
GM150L48CeMee	3905430	3655768	2977388	3.46326	93.6073108466929	76.237136499694
GM150L49CeMee	3678072	3514846	3110597	3.52558	95.5621858408427	84.5714004511059
GM150L4CeMee	2266632	2087490	1446821	2.12701	92.0965555943797	63.8313144789273
GM150L50CeMee	3016494	2829580	2393809	2.90655	93.803601134297	79.3573267508571
GM150L5CeMee	3112550	2883976	2465464	2.94467	92.656374997992	79.210422322533
GM150L6CeMee	4870802	4600268	3710931	4.02433	94.4458017386049	76.1872685442767
GM150L7CeMee	3332960	3086264	2405706	2.92689	92.598291008593	72.1792640775767
GM150L8CeMee	3175730	2916828	2326296	2.94499	91.8474807367125	73.25232308792
GM150L9CeMee	4189786	3944640	3266332	3.72144	94.1489613073317	77.9593993583443
GM350L10CeMee	3858664	3483740	2205229	2.72256	90.2835800162958	57.1500654112408
GM350L11CeMee	9624398	9120880	8020036	8.29249	94.768316937849	83.3302612797185
GM350L12CeMee	3849714	3633324	3259386	3.7384	94.3790629641579	84.6656660728563
GM350L13CeMee	4143216	3893262	3425557	3.95124	93.967150155821	82.6786969349414
GM350L14CeMee	4280304	4004586	3583752	3.91397	93.5584481849887	83.7265764300853
GM350L15CeMee	5602076	5323810	4501264	4.78093	95.0328056956028	80.3499274197637
GM350L16CeMee	4557678	4180654	3476032	3.8986	91.7277174912313	76.2676081987363
GM350L17CeMee	3145764	2822120	2451002	2.91973	89.7117520576877	77.9143635695494
GM350L18CeMee	3281030	2992066	2633299	3.07927	91.1928875993209	80.2583030328891
GM350L19CeMee	3667988	3278832	2401804	2.90962	89.3904778314433	65.4801487900179
GM350L1CeMee	3815312	3640898	3080320	3.49911	95.4285783181035	80.735730131638
GM350L20CeMee	3619984	3257146	2363490	2.88287	89.9768065273217	65.2900675804092
GM350L21CeMee	4219350	3785170	2544180	3.00669	89.7097894225414	60.2979131856803
GM350L22CeMee	4838766	4303376	2533480	2.98707	88.9354021252526	52.3579772198118
GM350L23CeMee	3530488	3119890	2083610	2.62681	88.3699363940622	59.0176202270054
GM350L24CeMee	4386780	3994182	2808500	3.3176	91.050428788314	64.0219021697008
GM350L25CeMee	3674854	3361924	2354888	2.91669	91.4845596586966	64.0811308422049
GM350L26CeMee	4452410	4068856	2954076	3.48203	91.3854743835361	66.34779815875
GM350L27CeMee	3449434	3059904	2093153	2.58531	88.7074227250036	60.6810566603101
GM350L28CeMee	5286102	4875192	3633701	3.94063	92.2265972166258	68.7406523748501
GM350L29CeMee	4482060	4041808	2793303	3.29369	90.1774630415479	62.3218564677849
GM350L2CeMee	3582630	3379718	2887493	3.28805	94.3362278549557	80.5970195080151
GM350L30CeMee	3572670	3198758	2518927	2.96552	89.5341019461635	70.5054483061688
GM350L31CeMee	3074956	2724838	1980729	2.60221	88.6138858572285	64.414872928263
GM350L32CeMee	4635914	4323896	3520735	3.90892	93.2695472780556	75.9447867238262
GM350L33CeMee	3815812	3504276	2861942	3.33004	91.8356564736418	75.0021751595729
GM350L34CeMee	3133726	2735588	1878635	2.42795	87.2950602573422	59.9489234221499
GM350L35CeMee	4370602	3958714	3404107	3.834	90.5759435427888	77.8864559161415
GM350L36CeMee	4259748	3942804	3535085	3.89545	92.5595598612876	82.9881251191385
GM350L37CeMee	3771192	3440690	2911221	3.31977	91.2361396608818	77.1963082229703
GM350L38CeMee	5858704	5557668	4968464	5.34468	94.8617305124137	84.8048305563824
GM350L39CeMee	4875428	4568158	3519187	3.87669	93.6975789612727	72.1821140626013
GM350L3CeMee	4348702	4117952	3341524	3.72616	94.6938189832276	76.839571899845
GM350L40CeMee	4678368	4316370	3874629	4.2499	92.26230172573	82.8200988036854
GM350L41CeMee	4570152	4086802	3497343	3.90127	89.4237653364702	76.5257479401123
GM350L42CeMee	4209246	3847038	3362919	3.80749	91.3949434174197	79.8936199024718
GM350L43CeMee	3125140	2816354	2420932	2.94014	90.1192906557786	77.4663535073629
GM350L44CeMee	3579068	3221240	2561805	3.05885	90.002201690496	71.5774330076992
GM350L45CeMee	2896304	2568694	1913030	2.46483	88.6886873753584	66.0507322435766
GM350L46CeMee	3034256	2664836	1150857	1.91788	87.8250220152815	37.9288036342352
GM350L47CeMee	45435254	42852160	27426789	24.5427	94.3147803245471	60.3645552416192
GM350L48CeMee	4804174	4443314	3449250	3.8154	92.4886151084453	71.796941576221
GM350L49CeMee	3476908	3201426	2672373	3.1235	92.0768107755512	76.8606186876386
GM350L4CeMee	3709218	3474832	2868430	3.35878	93.680986126995	77.3324727745848
GM350L50CeMee	3468112	3081666	1376471	2.04696	88.8571649358498	39.6893468261694
GM350L5CeMee	2662364	2459156	1827264	2.48155	92.367384775335	68.6331395706973
GM350L6CeMee	3367506	3150218	2607332	3.10869	93.5475096406658	77.4262020617038
GM350L7CeMee	3485390	3253636	2801381	3.37261	93.3507010693208	80.3749652119275
GM350L8CeMee	3087876	2708548	1155985	1.91236	87.7155688894243	37.4362506784599
GM350L9CeMee	2682290	2475942	2093379	2.68473	92.3070212393142	78.0444694645247
GT150L10CeMee	4155520	3683068	3031452	3.42984	88.6307369474819	72.9500038503003
GT150L11CeMee	3332680	3079458	2626420	3.13809	92.4018507627495	78.8080463770899
GT150L12CeMee	3931874	3664502	3237772	3.75108	93.1998838213025	82.34678934269
GT150L13CeMee	3936818	3636474	3148615	3.61422	92.3708944634982	79.9786782116928
GT150L14CeMee	7215026	6895814	6256558	6.37005	95.575733199021	86.7156681070865
GT150L15CeMee	5390818	4909670	4049865	4.44666	91.0746754945168	75.12524073341
GT150L16CeMee	4070270	3508604	2477661	2.93652	86.2007680080191	60.8721534443661
GT150L17CeMee	3311846	2930920	2381325	2.87809	88.4980762994415	71.9032527478633
GT150L18CeMee	4135064	3714178	3138209	3.57408	89.8215360149202	75.8926343098922
GT150L19CeMee	4168310	3659928	2945685	3.37834	87.8036422434992	70.6685683166559
GT150L1CeMee	3621986	3350032	2662846	3.13655	92.4915778249833	73.5189478921233
GT150L20CeMee	6036438	5555768	4977376	5.34467	92.0371914695388	82.4555143281518
GT150L21CeMee	6133954	5311012	3049983	3.50591	86.5838250498781	49.7229519491017
GT150L22CeMee	2022652	1794044	929333	1.91109	88.6976108594064	45.9462626294588
GT150L23CeMee	4071484	3566744	2882276	3.32355	87.6030459655497	70.791780097871
GT150L24CeMee	3575776	3170128	2585940	3.10833	88.6556652318266	72.3182883939039
GT150L25CeMee	4584102	4093236	2611549	3.13485	89.291992193891	56.9696965730693
GT150L26CeMee	9199288	8861452	7805034	7.66398	96.3275853522577	84.843892266445
GT150L27CeMee	3745056	3309432	2395966	2.88836	88.3680244033734	63.9767736450403
GT150L28CeMee	4299412	4038362	3608695	4.01905	93.928239489493	83.934617105781
GT150L29CeMee	5340546	4901402	4185699	4.57511	91.7771703492489	78.375862692691
GT150L2CeMee	4408776	4083686	3444553	3.8911	92.6262980927133	78.1294626898713
GT150L30CeMee	3375774	3004454	2450969	2.95086	89.0004484897389	72.6046530366073
GT150L31CeMee	4383208	3875618	2898345	3.31846	88.419668881787	66.1238298524733
GT150L32CeMee	4142164	3727184	3192929	3.61772	89.9815651915279	77.0835968831751
GT150L33CeMee	1489460	1316064	958799	1.81991	88.3584654841352	64.372255716837
GT150L34CeMee	4557460	4105034	3512127	3.91252	90.0728475949323	77.0632545321297
GT150L35CeMee	7722584	7662578	6231785	6.41059	99.2229802874271	80.6955935992409
GT150L36CeMee	3263224	2860208	2163293	2.7893	87.6497598693807	66.2931199329252
GT150L37CeMee	980880	854862	474569	1.48565	87.1525568876927	48.381963135144
GT150L38CeMee	4586428	4265032	3573303	3.87956	92.9924551306594	77.9103694639925
GT150L39CeMee	6905398	6590046	5979711	6.16454	95.4332538110041	86.5947335693033
GT150L3CeMee	3071586	2850122	2532883	3.03246	92.7899137448862	82.461731496367
GT150L40CeMee	7058652	6586188	5491428	5.78534	93.3065973503156	77.7971204700274
GT150L41CeMee	4323936	3951626	3055799	3.52484	91.3895580323113	70.6716981934978
GT150L42CeMee	6390270	5911432	3933972	4.27425	92.5067641899325	61.5619058349647
GT150L43CeMee	4899182	4534826	3997861	4.36195	92.5629217285661	81.6026226419023
GT150L44CeMee	4306110	3996088	3392578	3.79481	92.8004161528619	78.7852144975395
GT150L45CeMee	5466174	5156244	4615107	4.91749	94.3300377924303	84.4302980475923
GT150L46CeMee	4471734	4200190	3651584	4.05667	93.9275457797803	81.6592400174071
GT150L47CeMee	3849598	3570616	3010520	3.5023	92.7529575815449	78.2034903384717
GT150L48CeMee	3024762	2843428	2530468	3.05668	94.005015931832	83.6584167613849
GT150L49CeMee	4801226	4467462	3939746	4.30526	93.0483588983314	82.0570829200708
GT150L4CeMee	6333954	5951998	4794337	5.07187	93.9697067582114	75.6926400160153
GT150L50CeMee	5175922	4885904	4314183	4.67453	94.3967857320879	83.3510049030878
GT150L5CeMee	3932468	3663088	3024998	3.56911	93.1498488989612	76.9236520170031
GT150L6CeMee	7448682	7165202	6153627	6.13042	96.1942260389153	82.6136355398177
GT150L7CeMee	4651912	4080482	3097977	3.54974	87.7162336690806	66.5957782520392
GT150L8CeMee	4634528	4347478	3658169	4.11243	93.8062732601896	78.9329355653909
GT150L9CeMee	6739154	6169034	5145571	5.45236	91.5401844207745	76.3533672030644
GT250L10CeMee	2853858	2254636	502729	1.40926	79.0030898524033	17.6157678482952
GT250L11CeMee	4069684	3629086	2850815	3.33238	89.173655743296	70.0500333686842
GT250L12CeMee	2321552	2135516	1769076	2.42894	91.9865676064977	76.202299151602
GT250L13CeMee	4287974	4248982	3256520	3.74142	99.0906661281062	75.9454231765398
GT250L14CeMee	5394212	5011208	4376519	4.7509	92.8997228881623	81.1336113597315
GT250L15CeMee	3048306	2675636	1623983	2.21529	87.7745213243027	53.2749336844792
GT250L16CeMee	3807600	3585502	3171894	3.61317	94.166981825822	83.3042861645131
GT250L17CeMee	3586134	3344858	2894778	3.31807	93.2719747784104	80.721411971778
GT250L18CeMee	5531434	5174588	4182065	4.50251	93.5487614965667	75.6054397467275
GT250L19CeMee	2071034	1924208	1628656	2.3205	92.9104978479349	78.6397519306781
GT250L1CeMee	6242244	5970606	5297109	5.47669	95.6483918283233	84.8590506875412
GT250L20CeMee	5446188	5051758	4452918	4.82599	92.7576866608351	81.7621058986579
GT250L21CeMee	3307876	2814594	1561711	2.21063	85.0876514113588	47.2118966974578
GT250L22CeMee	4876808	4426458	3427848	3.88374	90.7654761065024	70.2887626496676
GT250L23CeMee	4440474	4009882	3163249	3.58417	90.303017200416	71.2367418433257
GT250L24CeMee	7949920	7386264	5768267	6.01517	92.9099160746272	72.5575477489082
GT250L25CeMee	3625378	3311068	2656657	3.17356	91.3302833525221	73.2794483775209
GT250L26CeMee	3098158	2794644	2380730	3.00888	90.2034047327477	76.843401789063
GT250L27CeMee	4449470	3931454	2585727	3.09379	88.3578044126604	58.1131460600926
GT250L28CeMee	3253816	2942092	2278297	2.84786	90.4197410056377	70.0192328023465
GT250L29CeMee	3038604	2812592	2265130	2.84061	92.5619791193588	74.5450871518632
GT250L2CeMee	5209036	5069272	3962412	3.95385	97.3168931833069	76.0680479075207
GT250L30CeMee	3712332	3276564	2429050	3.01694	88.2616102223616	65.4319171884411
GT250L31CeMee	4049282	3815844	3347158	3.78298	94.235076737061	82.660530928693
GT250L32CeMee	4836482	4450000	3770567	4.1966	92.0090263956322	77.9609435122471
GT250L33CeMee	5029306	4788872	4334462	4.62478	95.2193404020356	86.1840977661729
GT250L34CeMee	3865932	3835622	3368509	3.77909	99.2159717242828	87.133167370766
GT250L35CeMee	5871792	5394824	4710022	5.09871	91.8769602192993	80.2143877031067
GT250L36CeMee	4806554	4425228	3878334	4.31098	92.0665408107347	80.6884516433187
GT250L37CeMee	3279514	2939000	2616069	3.08634	89.6169371437353	79.7700208018627
GT250L38CeMee	4606306	4214988	3738047	4.14371	91.5047328596928	81.1506443558027
GT250L3CeMee	4405690	4064266	3133822	3.58518	92.2503852971952	71.1312416443281
GT250L4CeMee	5170334	4716324	2983764	3.47151	91.2189425286645	57.7093085282305
GT250L5CeMee	4326804	3865650	2393444	2.97481	89.3419253564525	55.3166725370504
GT250L6CeMee	4359756	4056168	3098920	3.5701	93.0365827812382	71.0801246675273
GT250L7CeMee	4539140	3870202	884658	1.74743	85.2628912084668	19.4895508840882
GT250L8CeMee	5211254	4466236	1830853	2.38343	85.7036713236392	35.1326763193657
GT250L9CeMee	6033728	5325246	3523521	3.93104	88.2579725171569	58.3970805445655
A6140L111CeMee	17333370	17264884	10998445	11.2449	99.6048892973496	63.4524330813916
A6140L114CeMee	32791750	32702674	28005319	28.6517	99.7283585048068	85.403551198091
A6140L117CeMee	18392744	18341400	12646637	12.9304	99.7208464381389	68.7588377242678
A6140L118CeMee	17038948	16998752	13466768	13.8328	99.7640934170349	79.0352080421866
A6140L138CeMee	16056806	16017756	13586785	13.93	99.7568009478348	84.6169842246335
A6140L139CeMee	17872144	17838402	12114946	12.5005	99.811203401226	67.7867523896406
A6140L144CeMee	16631680	16599234	12502032	12.8342	99.804914476469	75.1699888405741
A6140L146CeMee	17490362	17444786	13836009	14.1793	99.7394222029252	79.1064758979831
A6140L148CeMee	16675840	16637296	13481156	13.8508	99.768863217685	80.8424403208474
A6140L149CeMee	17683864	17639638	13648723	14.0091	99.7499075993799	77.1817912646241
A6140L14CeMee	17759378	17708226	11997004	12.3292	99.7119718945112	67.5530640769063
A6140L151CeMee	24382680	24354766	19477721	20.0648	99.885517096562	79.8834295491718
A6140L160CeMee	16603584	16577078	15158480	16.1241	99.8403597681079	91.2964333483662
A6140L163CeMee	15379192	15319254	9730541	10.0013	99.6102656108331	63.2708207297236
A6140L164CeMee	9216000	9197856	8328765	10.3019	99.803125	90.3728841145833
A6140L165CeMee	11675320	11642716	9495663	9.75038	99.7207442708208	81.331072724345
A6140L166CeMee	11279494	11246654	9662342	9.95361	99.708852187873	85.6629029635549
A6140L177CeMee	16453290	16386654	9809222	10.095	99.594998933344	59.6186051543491
A6140L178CeMee	11602840	11572634	8423987	8.64641	99.7396671849306	72.6028024173392
A6140L186CeMee	14326936	14286458	11827199	12.0808	99.7174692481351	82.5521870133293
A6140L187CeMee	13724820	13703940	9523753	9.81155	99.8478668572703	69.3907315360056
A6140L194CeMee	16529450	16480000	12560412	12.8878	99.7008369909465	75.9880818781024
A6140L196CeMee	18753882	18723218	15565809	15.9883	99.8364925192555	83.0004635840196
A6140L197CeMee	13453272	13419484	10974154	11.28	99.7488492018893	81.5723788235308
A6140L198CeMee	18467192	18427834	15070562	15.4823	99.786876098976	81.6072199823341
A6140L199CeMee	20671226	20643538	16809594	17.2531	99.8660553563683	81.3188051835919
A6140L1CeMee	51835832	51648852	38475194	39.2808	99.6392842696149	74.2250920174292
A6140L207CeMee	13059264	13025738	11500699	11.844	99.7432780285321	88.0654453420958
A6140L210CeMee	10661948	10638948	9703731	10.1836	99.7842795706751	91.012739885807
A6140L212CeMee	19182516	19153124	15582561	15.9939	99.846777138098	81.2331448074903
A6140L215CeMee	18880112	18844068	15285877	15.7131	99.8090901155671	80.9628512796958
A6140L216CeMee	17079286	17047300	13436049	13.7777	99.8127205083398	78.6686808804537
A6140L224CeMee	18335086	18285356	13644033	14.0528	99.7287713840011	74.4148841188964
A6140L22CeMee	10370552	10323782	7276172	7.42603	99.5490114701705	70.1618583080245
A6140L232CeMee	15555370	15512092	12703347	13.043	99.7217809669587	81.6653477223621
A6140L235CeMee	13312078	13291846	12136952	15.1003	99.8480177174443	91.1724826131578
A6140L237CeMee	18381322	18350980	15693262	16.1381	99.8349302623609	85.3761334467673
A6140L242CeMee	16264792	16230706	13002556	13.419	99.7904307660375	79.942959000029
A6140L243CeMee	10786660	10750410	9729907	11.0436	99.663936751506	90.2031490748758
A6140L255CeMee	18778176	18737516	15380381	15.8033	99.7834720475514	81.9056174572014
A6140L256CeMee	16282318	16244344	13439696	13.7844	99.7667776787064	82.5416626797241
A6140L259CeMee	18218598	18191000	14891966	15.2854	99.8485174325708	81.7404610387693
A6140L260CeMee	20580850	20552630	17231012	17.7281	99.862882242473	83.7235196797022
A6140L269CeMee	16825168	16782794	12011243	12.3639	99.7481511031569	71.3885472049967
A6140L275CeMee	20491438	20437114	15092767	15.5181	99.7348941543292	73.6540158870256
A6140L276CeMee	16627882	16594252	13891778	14.2525	99.7977493465494	83.5450840942942
A6140L277CeMee	17136548	17099574	14308603	14.6556	99.7842389260661	83.4975807262933
A6140L278CeMee	18011570	17986070	15709536	16.1425	99.8584243350247	87.2191374766331
A6140L285CeMee	18561860	18506890	8881205	9.15963	99.7038551093479	47.8465250788445
A6140L294CeMee	18123882	18077564	13319430	13.6978	99.7444366499407	73.491043475123
A6140L298CeMee	16269990	16241694	12604323	12.9582	99.8260847117915	77.4697648861493
A6140L299CeMee	16590630	16563978	11926802	12.2745	99.839355105864	71.8887830058292
A6140L2CeMee	15599896	15528280	5704983	5.91353	99.5409200163898	36.5706476504715
A6140L300CeMee	18006842	17967682	14862921	15.29	99.7825271083069	82.5404088068302
A6140L307CeMee	17116920	17074158	12865143	13.1776	99.750177017828	75.1603851627512
A6140L308CeMee	13171196	13145838	10881544	11.1887	99.8074738239413	82.616217995693
A6140L319CeMee	17408626	17380834	15256670	15.6597	99.8403550056162	87.638564927525
A6140L322CeMee	17012944	16983570	14106736	14.4616	99.8273432276036	82.9176655139757
A6140L323CeMee	16055576	16028466	14704060	15.8099	99.8311490039348	91.5822640059752
A6140L327CeMee	12059252	12036572	11081565	13.8491	99.8119286337162	91.8926397756677
A6140L332CeMee	11866116	11847694	10750655	18.2743	99.8447512227253	90.5996115325352
A6140L333CeMee	11892230	11866892	10999308	16.4298	99.7869365123278	92.4915512061237
A6140L334CeMee	11676420	11655522	10723272	14.4043	99.8210239097258	91.836984281141
A6140L335CeMee	19466676	19431884	14429476	14.8162	99.8212740582933	74.1239850090483
A6140L336CeMee	17561534	17535638	14059310	14.481	99.852541355442	80.057414118835
A6140L339CeMee	11731214	11707370	9378212	9.65201	99.7967473784043	79.9423827747069
A6140L341CeMee	18520070	18487904	14610875	14.9789	99.8263181510653	78.8921154185702
A6140L342CeMee	18014774	17982986	13780574	14.1375	99.8235448304819	76.4959582618133
A6140L343CeMee	20111346	20085806	18095292	18.5958	99.8730070080839	89.9755391807192
A6140L344CeMee	13027728	12993074	9453789	9.71221	99.7339981307562	72.5666747110471
A6140L345CeMee	17758296	17712190	14542430	14.9285	99.7403692336247	81.8909089025208
A6140L347CeMee	14571854	14550340	13168965	13.5163	99.8523592124928	90.3726114741473
A6140L348CeMee	18569922	18538908	16642899	17.1461	99.8329879899334	89.6228804838276
A6140L352CeMee	17258638	17214578	14618132	15.0083	99.7447075487649	84.7003801806377
A6140L354CeMee	17832820	17800086	14166801	14.5533	99.8164395760177	79.4422923575744
A6140L356CeMee	18895122	18869410	16908943	17.3594	99.8639225510161	89.4884034090915
A6140L358CeMee	17856626	17812356	14768759	15.1144	99.7520808242274	82.7074442842674
A6140L359CeMee	18260424	18219488	13283113	13.6217	99.7758211967039	72.7426318249784
A6140L360CeMee	19967756	19940234	16718875	17.203	99.862167786906	83.7293634798021
A6140L363CeMee	11349060	11324622	10207549	10.4707	99.7846693911214	89.9418013474244
A6140L364CeMee	16215752	16175866	7426502	7.65133	99.7540292920119	45.7980733795139
A6140L366CeMee	20063942	20037740	17982827	18.4499	99.8694075172267	89.6275866427445
A6140L367CeMee	15791484	15762760	13024719	13.3741	99.8181044922694	82.4793857246095
A6140L369CeMee	17831696	17797036	14456206	14.8635	99.8056270138297	81.0702806956781
A6140L370CeMee	15459364	15426982	12008219	12.3676	99.7905347205745	77.6760221183743
A6140L4CeMee	20193374	20131820	12340733	12.6901	99.6951772398213	61.1127838270118
A6140L51CeMee	15940468	15902290	12090935	12.4374	99.760496366857	75.8505647387517
A6140L53CeMee	2001144	1997128	1171160	1.78573	99.799314791939	58.5245239722879
A6140L76CeMee	17096000	17024678	9730355	9.96954	99.5828146934955	56.9159744969584
A6140L93CeMee	16480192	16418956	9175223	9.42936	99.6284266591069	55.6742482126422
CA1100L101CeMee	53938930	53616968	12730049	12.9502	99.4030990232843	23.6008556343257
CA1100L113CeMee	33163160	33012800	22786122	23.1268	99.5466053295283	68.7091399010227
CA1100L114CeMee	37004676	36788328	22336983	22.9803	99.4153495628498	60.3625957973527
CA1100L117CeMee	36432880	36271632	23449800	23.8296	99.5574107783958	64.3643873336393
CA1100L118CeMee	36104228	35862580	4394827	4.87995	99.3306933470507	12.1726103657444
CA1100L11CeMee	59387778	59086488	29846524	30.4299	99.4926733914847	50.2570141620722
CA1100L120CeMee	66986362	66636198	22960486	23.4121	99.4772607594364	34.2763591191891
CA1100L15CeMee	50277940	50075876	39468034	39.8551	99.5981060480998	78.4997038462594
CA1100L17CeMee	59243124	58993186	51437298	52.4297	99.5781147530302	86.8240810528493
CA1100L18CeMee	67668310	67288394	20986497	21.617	99.4385614181882	31.013774394543
CA1100L19CeMee	53979540	53659354	12667939	12.908	99.4068382205554	23.468038075167
CA1100L23CeMee	37717640	37575776	24778033	25.3256	99.6238789065276	65.6934871853064
CA1100L25CeMee	61380252	60994482	2614816	3.7083	99.3715079566633	4.26002812761342
CA1100L29CeMee	33214416	33024026	27861538	28.5293	99.4267850441808	83.8838713888572
CA1100L2CeMee	52398388	52160576	14301023	14.1384	99.5461463432806	27.2928682462522
CA1100L30CeMee	29504200	29379020	26933988	27.9713	99.5757214227127	91.2886572081263
CA1100L31CeMee	26018340	25897658	23825485	28.4123	99.5361656431579	91.5718873686792
CA1100L34CeMee	33059780	32844196	25516759	26.0621	99.3478964469818	77.1836926924499
CA1100L35CeMee	36992782	36872184	32639475	33.0429	99.6739958622198	88.2320096931342
