Line	Reads	Reads_after_fastp	Reads_final	Coverage	percentage_after_fastp	percentage_final
A6140L309CeMee	3495444	3085624	1200357	2.14101	88.2755953177908	34.3406159560845
A6140L30CeMee	1860386	1846106	1503348	2.31847	99.2324173585482	80.8083913768433
A6140L317CeMee	5187916	4871424	4334200	4.59567	93.8994386185127	83.5441437370998
A6140L31CeMee	2905830	2879564	2074496	2.74634	99.0960930267772	71.3908246525089
A6140L324CeMee	3515724	3029526	1849333	2.38124	86.1707574314707	52.6017685119765
A6140L326CeMee	3302392	2833100	1093432	1.79927	85.789330885007	33.1103030772846
A6140L331CeMee	24667614	23479800	20916369	21.6012	95.184722770512	84.7928340373739
A6140L337CeMee	4488404	4078138	3538559	3.90522	90.8594235278286	78.8378006970852
A6140L33CeMee	444610	400732	290252	1.70913	90.1311261555071	65.2823823125886
A6140L349CeMee	3555948	3137230	2233614	2.76772	88.2248559315266	62.8134607142737
A6140L34CeMee	1009940	1001830	808750	1.79461	99.1969819989306	80.0790145949264
A6140L350CeMee	4533366	3864312	1779068	2.93038	85.2415622299192	39.2438642721545
A6140L351CeMee	4280634	3871648	3227005	3.61387	90.4456676277393	75.3861460708858
A6140L353CeMee	4006650	3510324	1958224	2.48434	87.6124443113324	48.8743463991115
A6140L355CeMee	3903500	3522530	2658959	3.06459	90.2402971692071	68.1173049827078
A6140L357CeMee	3983834	3585220	3014373	3.40141	89.9942116062065	75.6651256051331
A6140L35CeMee	42627862	38073910	26187086	25.2235	89.3169589410794	61.431854123953
A6140L36CeMee	1802044	1780656	1196348	2.05596	98.813125539665	66.3883900726064
A6140L37CeMee	7567130	7512180	6516056	6.38407	99.2738330119874	86.1100047177728
A6140L38CeMee	6818362	6420418	3141797	5.04793	94.1636422354812	46.078471632923
A6140L3CeMee	870886	863116	692797	1.72162	99.1078051547505	79.5508252515255
A6140L40CeMee	1669482	1643656	745954	1.77598	98.4530531026989	44.681763564986
A6140L41CeMee	1176642	1077142	861983	2.18545	91.5437320782362	73.2578813266907
A6140L42CeMee	1718806	1701300	1393960	2.23269	98.9815022754168	81.1004848714747
A6140L43CeMee	4183432	4127476	1880950	2.65624	98.6624379217829	44.9618877514921
A6140L44CeMee	2058384	2035856	1516713	2.31298	98.9055492075337	73.6846477625166
A6140L45CeMee	5964702	5910426	4927570	5.18323	99.0900467450008	82.6121740868194
A6140L46CeMee	52567080	48432762	34816140	31.7756	92.135157592927	66.2318317852161
A6140L47CeMee	1553678	1533772	1148490	1.9776	98.7187821414733	73.9207223118304
A6140L48CeMee	2666186	2294590	1223016	1.91125	86.0626377904617	45.8713683141386
A6140L49CeMee	3142078	2802514	1786444	2.39332	89.1930117584605	56.8554949940772
A6140L50CeMee	787092	735684	220624	1.9107	93.4686161211142	28.0302683803164
A6140L52CeMee	5363224	5098544	4007140	6.3444	95.0649087190839	74.7151340313215
A6140L55CeMee	3169652	2841614	1785950	2.3768	89.6506619654145	56.3453022603112
A6140L56CeMee	3183214	2899654	2287528	2.75779	91.0920220883673	71.8622122169606
A6140L57CeMee	1113882	1099814	637792	1.70463	98.7370295955945	57.2584887806787
A6140L58CeMee	3333754	2989486	1557007	2.28713	89.6732632341798	46.7043159153315
A6140L59CeMee	1134256	1116526	85810	1.47216	98.4368608144898	7.56531153460947
A6140L5CeMee	2398752	2369076	1968693	2.66568	98.7628566854765	82.0715522071477
A6140L60CeMee	3470952	3064136	1518667	2.12282	88.2794115274426	43.7536157227181
A6140L61CeMee	3555822	3224866	2206451	2.85742	90.6925599762868	62.0517843694088
A6140L62CeMee	2191112	1871176	1211700	1.93599	85.3984643413938	55.3006875047921
A6140L63CeMee	3701870	3495498	3007352	3.37463	94.4251959144973	81.2387252928925
A6140L64CeMee	2473512	2241386	1935907	2.58767	90.6155296598521	78.2655188250552
A6140L65CeMee	1199402	1186542	766537	1.78373	98.9277990198449	63.9099317826717
A6140L66CeMee	2909616	2872626	1565306	2.402	98.7286982199713	53.7976832681701
A6140L67CeMee	1202894	1188894	659439	1.69484	98.8361401752773	54.82103992538
A6140L68CeMee	1662772	1647216	1121595	2.07608	99.0644538156765	67.4533249296957
A6140L69CeMee	82952	70016	51253	1.20501	84.4054392901919	61.7863342655994
A6140L6CeMee	2021048	2002354	1508447	2.3517	99.0750343386204	74.636871563664
A6140L70CeMee	953220	861638	553565	2.05793	90.3923543358301	58.0731625437989
A6140L71CeMee	20481994	18074632	11809190	12.7618	88.2464470988518	57.6564469260171
A6140L72CeMee	122640	120772	97613	1.90834	98.4768427919113	79.5931180691455
A6140L73CeMee	4285462	3979332	3071193	4.94596	92.8565461553503	71.6653887025483
A6140L74CeMee	1977744	1747266	1250088	2.04612	88.3464189500765	63.2077761328059
A6140L75CeMee	2530766	2164916	1417954	2.07408	85.5439025180519	56.0286490335337
A6140L77CeMee	1939692	1682312	859738	1.64672	86.7308830474117	44.3234286680566
A6140L78CeMee	2817806	2534930	1900978	2.51415	89.9611257836771	67.4630545892797
A6140L79CeMee	3932638	3543340	2696644	3.15297	90.1008432507645	68.5708676974591
A6140L7CeMee	2541664	2519740	2053099	2.65868	99.1374154884359	80.7777503241971
A6140L80CeMee	2775688	2525826	954317	1.97816	90.9981957626361	34.3812777228565
A6140L81CeMee	2838414	2601280	1989137	2.62476	91.6455457167277	70.0791709736494
A6140L82CeMee	3484672	3174566	2219831	2.70359	91.1008554033206	63.7027243884073
A6140L83CeMee	3727970	3363144	2026982	2.62983	90.2138160983055	54.3722723090583
A6140L84CeMee	1542512	1524356	915296	1.90393	98.8229589137718	59.3380148744386
A6140L85CeMee	2534972	2505326	1453327	2.31486	98.8305196270412	57.3310868916895
A6140L86CeMee	7895280	7776964	3179008	3.67267	98.5014337680234	40.264664457752
A6140L87CeMee	719108	705788	226215	1.47312	98.1477052125689	31.4577226230274
A6140L88CeMee	68734	57544	37422	1.24712	83.719847528152	54.4446707597404
A6140L89CeMee	4086592	3742504	2788301	3.33742	91.5800745462234	68.2304717476078
A6140L8CeMee	12301462	11357024	8881708	9.4134	92.3225548312875	72.2004262582773
A6140L90CeMee	3480840	3186454	2017376	2.74074	91.54267360752	57.9565851920801
A6140L91CeMee	4867810	4418646	2949655	3.29835	90.772770506655	60.5951136137195
A6140L92CeMee	4993464	4896224	823751	2.0833	98.0526544298707	16.4965843350428
A6140L94CeMee	2062082	1763334	1099700	1.83242	85.5123123134774	53.329596010246
A6140L95CeMee	3630274	3572602	1504110	2.24781	98.4113595833262	41.4324097850465
A6140L96CeMee	224114	183848	77115	1.34525	82.0332509347921	34.4088276502137
A6140L97CeMee	19122108	15351832	3961619	5.15569	80.2831570661561	20.7174805204531
A6140L99CeMee	3016296	2759540	2282113	2.83038	91.4877054506587	75.6594511944451
A6140L9CeMee	7169596	6496406	4840968	5.87897	90.6104890707928	67.5207919665208
CA150L10CeMee	3400194	3327638	319282	1.65681	97.8661217565821	9.39011127012165
CA150L13CeMee	3456694	3393760	1639528	3.31628	98.1793586588804	47.4305217644374
CA150L14CeMee	4375018	4184382	2345620	4.02379	95.642623641777	53.6139508454594
CA150L15CeMee	2105808	2065284	1626148	3.58003	98.0756080326412	77.2220449347709
CA150L16CeMee	4457852	4270466	2422390	4.51627	95.7964957113875	54.3398479805969
CA150L18CeMee	4568024	4383694	2624358	4.65386	95.9647760169386	57.4506175974557
CA150L1CeMee	4598754	4418884	848609	2.93537	96.0887231628393	18.453020100662
CA150L21CeMee	4408266	4231184	2365171	4.03515	95.9829556564871	53.65309171452
CA150L22CeMee	4441368	4195798	2516983	4.3059	94.4708477207923	56.6713454052895
CA150L23CeMee	4422626	4184938	2348535	4.20125	94.6256364431449	53.1027267510298
CA150L24CeMee	4689558	4462770	3366675	5.40378	95.1639792065692	71.7908809316358
CA150L26CeMee	4541764	4368902	2781211	4.86924	96.1939457884646	61.2363610262444
CA150L27CeMee	4734344	4563160	3638215	5.83404	96.3842086675577	76.8472886634347
CA150L28CeMee	4746044	4583524	3455149	5.55387	96.575674393242	72.8006103609659
CA150L29CeMee	3861564	3591022	2028126	4.06684	92.9939786055598	52.5208438860524
CA150L2CeMee	4502494	4319594	1988322	4.10908	95.9378069132352	44.1604586258194
CA150L31CeMee	4672610	4499276	2919836	4.81287	96.2904244094842	62.4883309328191
CA150L32CeMee	4502378	4306846	2393549	4.00698	95.6571394049989	53.161884675165
CA150L33CeMee	4532912	4357746	2460479	4.20679	96.1356849636613	54.2803169353387
CA150L34CeMee	4447656	4265734	2475372	4.38712	95.9097106430893	55.6556532249796
CA150L35CeMee	4716298	4569884	3548015	5.66665	96.8955736045517	75.2288129376049
CA150L36CeMee	4041336	3897250	2515003	4.36353	96.4346938735111	62.2319698238404
CA150L39CeMee	4505098	4352108	2613228	4.34489	96.6040694342276	58.006018958966
CA150L3CeMee	4753668	4592464	1614276	3.35801	96.6088502604726	33.9585347567394
CA150L40CeMee	4648696	4468350	1527809	3.32716	96.1205034702205	32.8653239532118
CA150L41CeMee	3408250	3347716	2169066	3.71525	98.2238978948141	63.6416342697866
CA150L42CeMee	4721746	4551148	3120045	5.20974	96.3869721073518	66.0782049690941
CA150L43CeMee	4338690	4168480	2521609	4.33966	96.07692644554	58.1191327336131
CA150L44CeMee	4508356	4341656	2933721	4.88938	96.3024215478991	65.07296673111
CA150L45CeMee	4670906	4499106	3225677	5.35113	96.3219127081556	69.0589149085852
CA150L46CeMee	4615002	4416922	2255550	4.33486	95.7079108524763	48.8743016796092
CA150L47CeMee	4434632	4224696	2490623	4.29356	95.2659882488558	56.1630142027568
CA150L48CeMee	4539014	4357678	3046844	4.92731	96.0049473299708	67.1256797181062
CA150L49CeMee	3094192	2989358	1246475	2.94581	96.6119103145506	40.2843456385383
CA150L51CeMee	3239706	3147966	1987760	3.64526	97.1682615644753	61.3561847896075
CA150L52CeMee	3146408	3136600	0	0	99.6882794602607	0
CA150L5CeMee	4622186	4419344	1479835	3.48538	95.6115569559511	32.0159119516177
CA150L7CeMee	4617308	4457050	2926577	4.99482	96.5291897356642	63.3827546267219
CA150L8CeMee	4444760	4262438	1804131	3.88242	95.8980462387171	40.590065605342
CA250L10CeMee	4725932	4574456	3472621	5.74746	96.7947909534035	73.4801304800831
CA250L11CeMee	4516330	4269572	357780	2.31664	94.5363159910813	7.92191890318024
CA250L12CeMee	4494912	4343256	2864036	5.00794	96.6260518559651	63.717287457463
CA250L13CeMee	4497236	4293112	2585093	4.52273	95.4611232321364	57.481817720929
CA250L14CeMee	4645648	4474634	2601925	4.59248	96.3188343154712	56.0077948221647
CA250L16CeMee	4452798	4271348	2327432	4.0697	95.9250341021533	52.2689778426958
CA250L17CeMee	4725094	4470922	3313106	5.30323	94.6208054273629	70.1172505774488
CA250L19CeMee	4466476	4205464	2069555	3.77273	94.1561983093607	46.3352987903663
CA250L20CeMee	4626126	4372402	2851188	4.78282	94.515410950761	61.6323031409002
CA250L21CeMee	4606418	4431258	1925344	3.66523	96.1974792561161	41.7969884626189
CA250L22CeMee	4507284	4235490	389894	2.43706	93.9698940648071	8.65030914404329
CA250L23CeMee	4534980	4341462	2088248	3.9608	95.7327705965627	46.0475680157355
CA250L24CeMee	4614478	4451328	2595615	4.73595	96.4643888214442	56.2493742520822
CA250L27CeMee	4663078	4487434	3217797	5.3275	96.2333034103225	69.0058583622234
CA250L28CeMee	3410616	3345552	931740	2.19784	98.0923094244559	27.3188186532873
CA250L29CeMee	4602994	4405452	1526213	3.14782	95.7084019661985	33.1569626204162
CA250L30CeMee	3387884	3315968	2149246	3.72177	97.8772590797088	63.4391850488387
CA250L31CeMee	4448338	4248658	2381882	4.01659	95.5111324723976	53.5454365203364
CA250L32CeMee	3402270	3348286	1676069	3.24563	98.4132946532756	49.2632565904528
CA250L34CeMee	4647766	4483326	3279292	5.34905	96.4619561311822	70.5563059758172
CA250L35CeMee	4505844	4328312	2130122	3.75674	96.0599612414455	47.2746504317504
CA250L37CeMee	4486878	4271848	1919037	3.56417	95.2075808613472	42.7699839398352
CA250L39CeMee	4474562	4284486	2777491	4.63973	95.7520758456358	62.0729135052772
CA250L3CeMee	4726710	4559118	3903332	6.23885	96.4543625481572	82.5803148490176
CA250L40CeMee	4687682	4520014	2640548	4.3879	96.4232215410516	56.3295035798077
CA250L41CeMee	3102258	3089056	0	0	99.5744390053954	0
CA250L42CeMee	4675152	4486956	3501990	5.6152	95.9745479933059	74.9064415445744
CA250L43CeMee	4579920	4405020	2509238	4.11483	96.1811560027249	54.7878128875614
CA250L44CeMee	4517152	4333716	2508850	4.72198	95.939122703863	55.5405264201869
CA250L45CeMee	4686754	4525190	3100681	5.33405	96.5527527154188	66.158390220609
CA250L46CeMee	4387952	4185954	2168910	4.03064	95.3965312291474	49.4287540064249
CA250L47CeMee	4739828	4578928	3813746	6.12843	96.6053620511124	80.4616960784231
CA250L48CeMee	4298438	4150516	2593394	4.58586	96.5587034173809	60.3334048321739
CA250L50CeMee	4479084	4300974	2556409	4.44879	96.0235173084497	57.074370563267
CA250L52CeMee	4697588	4536180	2898568	5.18016	96.5640239203608	61.7033251958239
CA250L5CeMee	4465968	4274142	2376674	4.40084	95.7047162003848	53.2174435643068
CA250L6CeMee	4541984	4360638	2479931	4.44303	96.0073395238733	54.6001703220443
CA250L8CeMee	4456182	4276200	1825856	3.73209	95.961071607937	40.9735509007487
CA250L9CeMee	4743728	4570832	3587697	5.84771	96.3552716344613	75.6303270339277
CA350L10CeMee	4454606	4278568	2538282	4.62491	96.0481802431012	56.9810663389759
CA350L11CeMee	4655636	4487356	3487981	5.67399	96.3854562513049	74.9195383831554
CA350L13CeMee	4634074	4431902	3216106	5.2688	95.6372729481661	69.4012654955445
CA350L16CeMee	4442862	4256380	2646030	4.56506	95.8026605372843	59.5568802272049
CA350L17CeMee	4754620	4586366	3639925	5.90095	96.4612524239582	76.5555396645789
CA350L18CeMee	4773904	4584246	1876738	3.62358	96.0271928383981	39.3124369488787
CA350L19CeMee	4372112	4208172	3154224	5.28463	96.2503247858243	72.144171969977
CA350L1CeMee	4383296	4181440	2340475	4.22858	95.3948809297843	53.3953216939947
CA350L20CeMee	3173884	3159536	0	0	99.5479355893284	0
CA350L21CeMee	4548942	4393634	2657464	4.47233	96.5858434774504	58.4193863100475
CA350L22CeMee	4535042	4346096	2056943	3.61531	95.8336438780501	45.3566471931241
CA350L23CeMee	4564116	4386906	2288921	3.82847	96.1173204186747	50.1503686584653
CA350L27CeMee	4388002	4207682	2497304	4.08221	95.8906126296205	56.9120980345952
CA350L28CeMee	4466336	4293050	2570118	4.33067	96.1201754637358	57.5442152135442
CA350L29CeMee	4404666	4227168	2799860	4.75453	95.9702279355574	63.5657732050512
CA350L2CeMee	4349306	4166820	2351935	4.31247	95.8042501493342	54.0760985775662
CA350L30CeMee	4724932	4575128	3943872	6.19253	96.8294993451758	83.4693917288122
CA350L31CeMee	4654916	4454202	3371084	5.38025	95.6881284216514	72.4198675121098
CA350L32CeMee	4463378	4295858	2421872	4.01339	96.2467888670868	54.2609655736082
CA350L33CeMee	4660772	4463604	3367421	5.3826	95.7696278642251	72.2502838585539
CA350L34CeMee	4471698	4264598	2206628	3.91124	95.3686496717802	49.3465345826127
CA350L36CeMee	4647928	4629712	0	0	99.6080834298638	0
CA350L37CeMee	4570210	4388568	3002513	4.80763	96.0255218031557	65.6974843606749
CA350L38CeMee	4446734	4234798	2030408	3.68063	95.2338952588574	45.6606579120766
CA350L39CeMee	4507924	4333718	2539743	4.45851	96.1355604043014	56.3395256885431
CA350L3CeMee	4726024	4552636	3988095	6.31368	96.3312077975059	84.3858389208349
CA350L40CeMee	4538424	4373916	1554905	3.29	96.375217476375	34.260902022376
CA350L41CeMee	3396646	3334654	1674176	3.28515	98.1749054802885	49.2890928286315
CA350L42CeMee	4724430	4564302	2792665	4.86989	96.6106387437215	59.1111520331553
CA350L43CeMee	4516050	4337186	2189642	3.91262	96.0393706889871	48.4857785011238
CA350L45CeMee	4552804	4367288	2106215	4.42961	95.9252364037635	46.2619300106045
CA350L46CeMee	4523030	4336146	1724612	3.86725	95.8681680201104	38.1295724326392
CA350L47CeMee	4680644	4526082	3149980	5.28989	96.6978475611476	67.2980042917171
CA350L4CeMee	4726326	4550262	3218680	5.36271	96.2748231924755	68.1011000933918
CA350L51CeMee	4729790	4543564	3004608	5.17328	96.0627004581599	63.5251882218872
CA350L52CeMee	3401422	3344390	1921122	3.63881	98.3232894948054	56.4799663199685
CA350L5CeMee	4524586	4353732	2684484	4.77876	96.2238755103782	59.3310415582774
CA350L6CeMee	4579454	4409712	2977126	5.00449	96.2934009163538	65.010501251896
CA350L8CeMee	4621138	4405580	1227843	2.91749	95.3353914122452	26.5701435447286
CA350L9CeMee	4526702	4333932	2421339	4.36097	95.7414912667103	53.490134760362
GA150L10CeMee	2977144	2650826	2068439	2.62353	89.0392268563429	69.4772909876042
GA150L11CeMee	2628748	2349518	1956736	2.48167	89.3778330977332	74.4360433179597
GA150L12CeMee	3843090	3384350	2309204	2.75604	88.0632511858947	60.0871694391752
GA150L13CeMee	2065690	1861022	1377159	2.12438	90.0920273613175	66.6682319225053
GA150L14CeMee	5350572	5038238	3938543	4.19769	94.1626054186356	73.6097561157947
GA150L15CeMee	3388418	3092660	2658681	3.11082	91.2715019221359	78.4637845743943
GA150L16CeMee	3904254	3556396	3016163	3.42283	91.0902825482154	77.2532473553206
GA150L17CeMee	4363728	4171062	3559706	3.79207	95.5848302185654	81.5748827607954
GA150L18CeMee	5181756	4679298	3083118	3.4801	90.3033257451721	59.4994824148416
GA150L19CeMee	3640208	3314296	2689220	3.13841	91.0468852329317	73.8754488754489
GA150L1CeMee	4026414	3511764	2270560	2.72865	87.2181549140252	56.3916179508615
GA150L20CeMee	4442518	4002538	2537011	2.99515	90.0961571793294	57.1075007461984
GA150L21CeMee	6123122	5834406	5019409	5.24455	95.2848236569515	81.9746691312046
GA150L22CeMee	6943814	6365308	5059849	5.38837	91.6687572564588	72.8684408885376
GA150L23CeMee	3189968	2953792	2603633	3.04111	92.5962893671661	81.6194080943759
GA150L24CeMee	12810714	11929742	9386603	9.63937	93.1231623779908	73.2715053977475
GA150L25CeMee	3308238	3002634	2478632	2.9387	90.7623333025012	74.9230254897018
GA150L26CeMee	4112700	3836446	3209377	3.61506	93.282904174873	78.0357672575194
GA150L27CeMee	3041990	2728792	1692872	2.25262	89.7041739124718	55.6501500662395
GA150L28CeMee	3393732	3182032	2723504	3.10082	93.762029529733	80.2510039095603
GA150L29CeMee	2491112	2321902	1884364	2.46341	93.2074511302583	75.643487727569
GA150L2CeMee	4121170	3680528	2446028	2.8634	89.3078421904459	59.352756620086
GA150L30CeMee	3629006	3403702	2877459	3.27323	93.7915781897302	79.2905550445494
GA150L31CeMee	4742392	4394264	3599185	3.97472	92.6592318812953	75.893873808829
GA150L32CeMee	3180820	2889238	1578144	2.17141	90.8331185040335	49.6143761671519
GA150L33CeMee	2611682	2375408	1928323	2.48132	90.9531864905452	73.8345250302296
GA150L34CeMee	8374926	8300078	5916721	6.01782	99.1062846406046	70.6480391587938
GA150L35CeMee	4430036	4120728	3326707	3.7119	93.0179348429674	75.0943558923675
GA150L36CeMee	3571522	3317394	2729025	3.1413	92.884602138808	76.4107010960593
GA150L37CeMee	2927828	2678042	1911304	2.47903	91.4685562130016	65.2806107462597
GA150L38CeMee	2999306	2727428	1948523	2.49576	90.9353030334351	64.965795420674
GA150L39CeMee	4311832	3944078	2354784	2.84981	91.4710498924819	54.6121462988354
GA150L3CeMee	3280656	2931714	1994437	2.51576	89.3636516599119	60.7938473280954
GA150L40CeMee	3363510	3020860	1837045	2.36329	89.8127253969811	54.6169031755517
GA150L41CeMee	2743738	2576456	2289638	2.86251	93.9031350661032	83.4495859298519
GA150L42CeMee	4486630	4249586	3608676	4.00528	94.7166581599107	80.4317717306754
GA150L43CeMee	4188266	3864762	2699227	3.18177	92.2759442690603	64.4473631808486
GA150L44CeMee	3280166	3069808	1938743	2.54929	93.5869709033018	59.1050270016822
GA150L45CeMee	3305080	3016452	2083877	2.64569	91.2671402810219	63.0507279702761
GA150L46CeMee	3813590	3540718	2465728	3.00465	92.8447473378103	64.6563474311607
GA150L47CeMee	4295718	4025040	2553086	3.07853	93.6988880555008	59.4332775103021
GA150L48CeMee	3054700	2783858	1933018	2.53721	91.133597407274	63.2801257079255
GA150L49CeMee	3134900	2834164	1939423	2.50507	90.4068391336247	61.865545950429
GA150L4CeMee	3424538	3128692	2724801	3.14663	91.3609952641787	79.5669664053954
GA150L50CeMee	2912996	2687736	2020536	2.68941	92.2670679946008	69.3628140924327
GA150L51CeMee	5276040	5018210	3796601	6.1385	95.1131909538214	71.9592914382757
GA150L52CeMee	6307288	5998196	4223131	6.71553	95.0994468621062	66.9563685691854
GA150L53CeMee	4875422	4674350	358917	1.54889	95.8758031612443	7.3617627356155
GA150L54CeMee	6622130	6303162	4488868	7.08195	95.1833020493406	67.7858634608502
GA150L55CeMee	7179464	6780412	4016019	6.34156	94.4417577691037	55.9375880984987
GA150L57CeMee	6534616	6236386	5012182	7.99209	95.4361511066603	76.7020127885097
GA150L58CeMee	5171298	4930198	3688821	6.18606	95.3377275879286	71.332593867149
GA150L59CeMee	5177748	4913484	4181312	6.6581	94.8961594886426	80.755417219996
GA150L5CeMee	2699080	2485786	2159445	2.61613	92.0975295285801	80.0067059887073
GA150L60CeMee	6384912	6079026	4404182	7.00042	95.2092370262895	68.9779592890239
GA150L61CeMee	6455272	6092484	3763306	6.00898	94.3799734542557	58.2981786050224
GA150L6CeMee	3564696	3301734	2835667	3.32909	92.62315776717	79.5486347222877
GA150L7CeMee	3699328	3373772	2769459	3.19649	91.1995908446075	74.8638401352894
GA150L8CeMee	7010226	6873394	6099486	5.84073	98.048108577384	87.0084074322283
GA150L9CeMee	1967398	1771502	1410601	2.16019	90.0428891358027	71.6988123399536
GA250L10CeMee	2593756	2392138	2101016	2.59171	92.2267938850069	81.0028391259625
GA250L11CeMee	3508064	3236088	2611173	3.13273	92.2471197788866	74.4334481925073
GA250L12CeMee	4616318	4351512	3674772	4.1154	94.2636967383963	79.6039614255344
GA250L13CeMee	2321102	2009844	935143	1.68025	86.5900766101619	40.2887507744166
GA250L14CeMee	3715768	3418484	2630184	3.20256	91.9993928576811	70.7843977341965
GA250L15CeMee	2404382	2234132	1781338	2.90061	92.9191784001045	74.0871458861362
GA250L16CeMee	14790344	13827256	10262420	10.3262	93.4884002697977	69.3859453167553
GA250L17CeMee	13637902	12124576	9321888	9.83218	88.9035278300137	68.3528008926886
GA250L18CeMee	4629030	4211440	3264577	3.67539	90.9788875855201	70.5239974681521
GA250L19CeMee	2231176	1937752	1012115	1.73358	86.8489083783619	45.3624008146377
GA250L1CeMee	2989894	2737594	2150537	2.63644	91.5615737547886	71.9268642968614
GA250L20CeMee	2502396	2254212	1753263	2.32478	90.0821452719713	70.0633712649796
GA250L21CeMee	16645536	15191204	12343308	12.5988	91.2629307941781	74.1538632339626
GA250L22CeMee	365268	302774	123511	1.15707	82.8909184489197	33.8138024683246
GA250L23CeMee	3267966	2990300	2612792	3.10569	91.5033999741735	79.9516274037123
GA250L24CeMee	4673934	4285446	3623723	4.01017	91.6882009887174	77.5304700494273
GA250L25CeMee	3571670	3216420	2601946	3.0863	90.0536723717477	72.8495633695162
GA250L26CeMee	3032978	2667212	2103096	2.61858	87.9403675199754	69.340957962768
GA250L27CeMee	3447582	3151832	2469284	2.99737	91.4215238390269	71.6236481104728
GA250L28CeMee	5051016	4524436	3312923	3.75358	89.5747706995979	65.5892398677811
GA250L29CeMee	5167320	4767300	4164140	4.43326	92.2586563247486	80.586067826262
GA250L2CeMee	3074420	2812772	2298041	2.77129	91.4895167218532	74.7471392978188
GA250L30CeMee	9370464	9020502	7759541	7.43581	96.2652649858107	82.8085033996182
GA250L31CeMee	6599382	6547642	5365147	5.54941	99.2159871939524	81.2977184833368
GA250L32CeMee	5628558	5280566	3197598	3.61253	93.8173862648302	56.8102522884192
GA250L33CeMee	5142924	4509008	2802933	3.23656	87.6740157933502	54.5007664900356
GA250L34CeMee	2889838	2743422	2374706	2.93864	94.9334184130737	82.1743640993025
GA250L35CeMee	3287274	3009512	2567092	3.09329	91.5503849085899	78.091817110469
GA250L36CeMee	5837140	5475084	4512009	4.82303	93.7973733712058	77.298283063281
GA250L37CeMee	3800144	3402262	2593357	3.02218	89.5298178174301	68.2436507669183
GA250L38CeMee	4531176	4219840	3456218	3.85836	93.1290243415837	76.2764015346126
GA250L39CeMee	4252018	3976110	3562811	3.9431	93.5111281278677	83.7910610914629
GA250L3CeMee	4193312	3938630	3457778	3.81425	93.9264714860235	82.4593543242191
GA250L40CeMee	4561070	4278970	3551978	3.9558	93.81504778484	77.8759808553695
GA250L41CeMee	3274082	2931596	2005078	2.55847	89.5394800741093	61.2409218828362
GA250L42CeMee	3978354	3679200	3130687	3.6214	92.4804579984587	78.693022290123
GA250L43CeMee	136328	134408	86044	1.36904	98.591631946482	63.1154274983862
GA250L44CeMee	4212776	3908634	2911409	3.38805	92.7804848869249	69.1090387905742
GA250L45CeMee	2377050	2197668	1735028	2.56998	92.4535874297974	72.9908079342042
GA250L46CeMee	4170622	3937370	3423993	3.83899	94.4072610752065	82.0978981072847
GA250L47CeMee	3681992	3425612	2798683	3.29765	93.0369213186775	76.0100239218336
GA250L48CeMee	4321772	3769834	2518860	2.9985	87.2288959250974	58.2830376058709
GA250L49CeMee	4313106	4047742	3455546	3.89838	93.8474964445576	80.1173446699432
GA250L4CeMee	3870602	3574356	2789763	3.19868	92.3462551820105	72.0756874512027
GA250L50CeMee	4104952	3867752	3456451	3.81596	94.2216133099729	84.201983360585
GA250L51CeMee	6548372	6224752	4210319	6.79097	95.0580083110734	64.2956600510783
GA250L52CeMee	5271846	4944322	2830633	4.84256	93.7872995531357	53.6933931681616
GA250L53CeMee	5162322	4890190	3109718	5.20822	94.7284962077143	60.2387452778033
GA250L54CeMee	5809766	5528728	4619713	7.31897	95.1626623172086	79.5163350813096
GA250L56CeMee	5604934	5342430	4422287	6.99964	95.3165550209869	78.8998942717256
GA250L57CeMee	6695068	6342554	3907390	6.19466	94.7347211409951	58.3622152904198
GA250L59CeMee	6505444	6191596	5027601	7.93818	95.1756098430791	77.2829802239478
GA250L5CeMee	3273674	3018540	2610125	3.07855	92.2064933771658	79.730755108786
GA250L60CeMee	5299520	5054424	4366648	6.89716	95.3751283135076	82.3970472797536
GA250L61CeMee	4705782	4584186	4392274	6.9694	97.4160298968376	93.3378129288607
GA250L6CeMee	3293324	2887008	829367	1.61821	87.6624346708675	25.1832798716434
GA250L7CeMee	4181836	3873468	3223466	3.62526	92.626014028288	77.0825541699866
GA250L8CeMee	2976746	2708626	2152360	2.68302	90.9928492387325	72.3057996886533
GA250L9CeMee	2869584	2574488	2022706	2.53108	89.7164188258647	70.4877780193924
GA450L10CeMee	6119858	5548124	2994826	3.42224	90.6577244112527	48.9362008072736
GA450L11CeMee	5171088	4677512	3570652	3.93223	90.4550841138267	69.0503043073334
GA450L12CeMee	4111682	3510486	1800200	2.35534	85.3783439478053	43.7825687881504
GA450L13CeMee	5542352	5024750	3014753	3.36922	90.6609684841381	54.3948309309838
GA450L14CeMee	5689228	5178672	4104549	4.45723	91.025917751934	72.1459748141576
GA450L15CeMee	5698264	5175090	3922250	4.28967	90.8187125061247	68.8323671911305
GA450L16CeMee	6477902	6100236	5238206	5.48596	94.1699334136268	80.8626928903833
GA450L17CeMee	2876410	2523910	1044879	1.815	87.7451406440667	36.3258019545197
GA450L18CeMee	3345654	2984414	2569150	3.03438	89.2027089471894	76.7906663390775
GA450L19CeMee	8461418	7974932	6737586	6.92572	94.2505381485704	79.6271499646986
GA450L1CeMee	8849244	8168114	5291164	5.53593	92.302958309207	59.7922715205954
